Source IP,Destination IP,Date,Total Flow Duration,Total Forward Packets,Average Flow Duration,StdDev Flow Duration,Average Forward Packets,StdDev Forward Packets
192.168.20.45,108.177.15.108,2022-03-11,10078780.00,4,10078780.00,0.00,4.00,0.00
192.168.20.48,72.21.207.82,2022-03-11,3741416.00,51,3741416.00,0.00,51.00,0.00
192.168.20.45,108.177.15.109,2022-03-11,10036506.00,4,10036506.00,0.00,4.00,0.00
192.168.20.43,54.236.174.203,2022-03-11,998803645.00,126,998803645.00,0.00,126.00,0.00
192.168.20.48,18.189.153.72,2022-07-10,1674133.00,70,1674133.00,0.00,70.00,0.00
192.168.20.48,13.245.47.131,2022-06-10,661004.00,18,996062.00,335058.00,27.00,9.00
192.168.20.48,52.46.138.235,2022-07-10,438632.00,12,438632.00,0.00,12.00,0.00
192.168.20.48,18.156.17.11,2022-03-11,1000994.00,58,786783.00,214211.00,37.50,20.50
52.46.137.209,192.168.20.43,2022-03-11,4095.00,5,4095.00,0.00,5.00,0.00
209.54.181.98,192.168.20.48,2022-02-11,626179.00,3,626179.00,0.00,3.00,0.00
192.168.20.19,216.239.35.12,2022-02-11,12301.00,1,129693.50,117392.50,10.50,9.50
192.168.20.48,108.136.173.211,2022-07-10,889926.00,18,889926.00,0.00,18.00,0.00
192.168.20.42,216.58.213.67,2022-03-11,75307978050.00,6620,39199690795.50,36108287254.50,3403.50,3216.50
192.168.20.43,54.91.103.251,2022-03-11,65664342.00,64,65664342.00,0.00,64.00,0.00
192.168.20.42,142.250.201.174,2022-03-11,213457127.00,163,213457127.00,0.00,163.00,0.00
3.20.12.57,192.168.20.43,2022-02-11,2777.00,3,2777.00,0.00,3.00,0.00
192.168.20.42,142.250.201.170,2022-02-11,10288554.00,47,55662692.50,45374138.50,100.00,53.00
3.24.199.219,192.168.20.48,2022-07-10,123417.00,3,123417.00,0.00,3.00,0.00
54.238.156.226,192.168.20.48,2022-03-11,1106881.00,8,1106881.00,0.00,8.00,0.00
192.168.20.43,54.209.44.8,2022-03-11,68964441.00,1967,36683545.50,32280895.50,990.50,976.50
192.168.20.43,52.217.137.113,2022-02-11,8789631.00,293,8789631.00,0.00,293.00,0.00
192.168.20.48,143.204.217.144,2022-01-11,233972.00,20,352583.50,118611.50,29.00,9.00
192.168.20.19,64.233.184.206,2022-02-11,2697694023.00,122,32178357152.00,29480663129.00,1465.50,1343.50
13.58.242.30,192.168.20.48,2022-06-10,1103.00,1,4139.50,3036.50,2.00,1.00
18.189.153.72,192.168.20.48,2022-07-10,8927.00,4,8927.00,0.00,4.00,0.00
142.250.75.234,192.168.20.42,2022-03-11,21948.00,2,21948.00,0.00,2.00,0.00
192.168.20.43,3.131.113.177,2022-02-11,134195785.00,28,134195785.00,0.00,28.00,0.00
54.221.200.137,192.168.20.48,2022-03-11,3521223.00,45,3521223.00,0.00,45.00,0.00
192.168.20.43,18.203.57.224,2022-03-11,23569424200.00,3420,12546758159.50,11022666040.50,2402.50,1017.50
192.168.20.43,52.205.66.64,2022-03-11,27115422.00,242,27115422.00,0.00,242.00,0.00
192.168.20.48,52.46.157.6,2022-03-11,1797590.00,18,1797590.00,0.00,18.00,0.00
192.168.20.43,18.164.55.101,2022-03-11,60229118.00,27,60229118.00,0.00,27.00,0.00
192.168.20.43,176.32.101.46,2022-02-11,84224319.00,15,84224319.00,0.00,15.00,0.00
192.168.20.19,54.76.219.197,2022-02-11,1875687.00,210,996971.00,878716.00,112.50,97.50
192.168.20.43,54.175.170.68,2022-07-10,96911911.00,35,96911911.00,0.00,35.00,0.00
192.168.20.48,52.47.108.103,2022-07-10,344885.00,74,344885.00,0.00,74.00,0.00
192.168.20.43,54.71.86.13,2022-02-11,8758234.00,17,8758234.00,0.00,17.00,0.00
192.168.20.43,52.217.166.89,2022-02-11,9222715.00,314,9222715.00,0.00,314.00,0.00
52.94.236.45,192.168.20.43,2022-03-11,4026.00,3,4026.00,0.00,3.00,0.00
52.46.149.61,192.168.20.43,2022-03-11,1251.00,3,1251.00,0.00,3.00,0.00
35.178.33.97,192.168.20.48,2022-03-11,8711.00,3,8711.00,0.00,3.00,0.00
52.46.149.60,192.168.20.43,2022-03-11,4891.00,5,4891.00,0.00,5.00,0.00
13.48.15.205,192.168.20.48,2022-03-11,272028.00,6,272028.00,0.00,6.00,0.00
192.168.20.43,54.167.53.194,2022-07-10,290044668.00,118,193752816.50,96291851.50,86.00,32.00
35.164.182.2,192.168.20.48,2022-07-10,109.00,2,109.00,0.00,2.00,0.00
192.168.20.43,52.16.104.93,2022-03-11,29780497177.00,6010,29780497177.00,0.00,6010.00,0.00
143.204.231.30,192.168.20.43,2022-02-11,14768.00,2,14768.00,0.00,2.00,0.00
192.168.20.43,35.174.51.236,2022-03-11,27558342.00,254,27558342.00,0.00,254.00,0.00
216.58.214.74,192.168.20.42,2022-03-11,16483.00,2,16483.00,0.00,2.00,0.00
192.168.20.10,35.187.98.37,2022-06-10,6705323614.00,943,40775730703.00,34070407089.00,20863.50,19920.50
52.51.17.67,192.168.20.48,2022-07-10,28051.00,3,28051.00,0.00,3.00,0.00
192.168.20.48,3.96.104.178,2022-07-10,4247218.00,178,4247218.00,0.00,178.00,0.00
34.231.161.19,192.168.20.43,2022-07-10,11442137.00,4,11442137.00,0.00,4.00,0.00
13.41.22.196,192.168.20.48,2022-06-10,1078.00,1,9196.00,8118.00,3.50,2.50
52.94.224.4,192.168.20.43,2022-03-11,1046.00,2,1046.00,0.00,2.00,0.00
192.168.20.43,3.220.182.54,2022-03-11,19814073.00,87,19814073.00,0.00,87.00,0.00
192.168.20.48,3.136.46.116,2022-07-10,1674436.00,69,1674436.00,0.00,69.00,0.00
52.46.128.145,192.168.20.48,2022-02-11,3225.00,3,3225.00,0.00,3.00,0.00
13.225.34.38,192.168.20.48,2022-02-11,8385.00,1,8385.00,0.00,1.00,0.00
35.173.74.42,192.168.20.48,2022-03-11,2357.00,2,2357.00,0.00,2.00,0.00
3.109.222.145,192.168.20.48,2022-07-10,13541.00,3,13541.00,0.00,3.00,0.00
16.163.205.165,192.168.20.48,2022-07-10,13544.00,3,8365.00,5179.00,2.00,1.00
192.168.20.48,108.136.174.255,2022-07-10,3475912.00,72,3475912.00,0.00,72.00,0.00
209.54.183.200,192.168.20.48,2022-03-11,251899.00,4,251899.00,0.00,4.00,0.00
216.58.204.102,192.168.20.42,2022-07-10,1107.00,1,1107.00,0.00,1.00,0.00
192.168.20.48,13.244.248.70,2022-07-10,2043857.00,54,2043857.00,0.00,54.00,0.00
192.168.20.43,3.222.37.116,2022-02-11,96229057.00,32,96229057.00,0.00,32.00,0.00
34.204.236.57,192.168.20.48,2022-03-11,482324.00,2,482324.00,0.00,2.00,0.00
192.168.20.48,13.50.30.171,2022-01-11,169331.00,17,1467186.50,1297855.50,48.50,31.50
192.168.20.48,52.222.149.3,2022-03-11,68652.00,11,68652.00,0.00,11.00,0.00
192.168.20.43,52.46.157.6,2022-03-11,108285112.00,11,108285112.00,0.00,11.00,0.00
192.168.20.48,13.49.17.198,2022-07-10,1037308.00,90,622056.50,415251.50,53.50,36.50
52.84.177.10,192.168.20.45,2022-03-11,3620.00,2,3620.00,0.00,2.00,0.00
192.168.20.42,216.58.215.42,2022-03-11,91003157.00,37,91003157.00,0.00,37.00,0.00
192.168.20.48,143.204.229.224,2022-02-11,8352330.00,238,5439739.00,2912591.00,149.50,88.50
192.168.20.43,52.119.198.101,2022-03-11,90817706.00,10,90817706.00,0.00,10.00,0.00
34.252.33.62,192.168.20.48,2022-02-11,1007.00,1,8221.00,7214.00,5.50,4.50
52.71.238.202,192.168.20.48,2022-02-11,908073.00,5,908073.00,0.00,5.00,0.00
54.194.135.95,192.168.20.20,2022-03-11,3608.00,2,3608.00,0.00,2.00,0.00
192.168.20.13,255.255.255.255,2022-02-11,3529970671.00,735,40852780449.00,37322809778.00,8519.50,7784.50
192.168.20.43,54.239.33.155,2022-02-11,106815939.00,27,106815939.00,0.00,27.00,0.00
192.168.20.48,54.86.109.9,2022-06-10,3643287878.00,160,21313380994.50,17670093116.50,936.00,776.00
192.168.20.43,52.94.231.169,2022-03-11,184961186.00,21,184961186.00,0.00,21.00,0.00
192.168.20.48,54.88.239.62,2022-03-11,850839.00,12,850839.00,0.00,12.00,0.00
192.168.20.43,209.54.180.63,2022-01-11,411011.00,13,705731.50,294720.50,32.00,19.00
15.184.2.25,192.168.20.48,2022-06-10,3706.00,1,29925.50,26219.50,3.00,2.00
3.105.75.37,192.168.20.48,2022-03-11,2188.00,2,2188.00,0.00,2.00,0.00
52.24.199.99,192.168.20.48,2022-07-10,19580.00,4,19580.00,0.00,4.00,0.00
192.168.20.43,34.194.49.5,2022-03-11,1003047330.00,126,611572154.00,391475176.00,77.00,49.00
52.46.144.253,192.168.20.43,2022-07-10,8359.00,4,8359.00,0.00,4.00,0.00
192.168.20.19,8.8.8.8,2022-03-11,3755647.00,898,1916176.00,1839471.00,460.00,438.00
192.168.20.43,52.119.198.109,2022-03-11,107167272.00,10,107167272.00,0.00,10.00,0.00
35.161.60.59,192.168.20.48,2022-07-10,8533.00,2,8533.00,0.00,2.00,0.00
192.168.20.43,209.54.179.88,2022-03-11,431215.00,10,431215.00,0.00,10.00,0.00
192.168.20.43,52.119.198.106,2022-03-11,89780056.00,10,89780056.00,0.00,10.00,0.00
192.168.20.42,216.58.215.46,2022-07-10,120469.00,10,120469.00,0.00,10.00,0.00
192.168.20.48,52.46.128.81,2022-03-11,526066.00,14,526066.00,0.00,14.00,0.00
192.168.20.48,54.68.250.149,2022-03-11,5912629.00,71,5912629.00,0.00,71.00,0.00
192.168.20.48,52.46.131.169,2022-03-11,848621.00,17,848621.00,0.00,17.00,0.00
63.32.248.122,192.168.20.19,2022-02-11,1391.00,3,15567.50,14176.50,34.00,31.00
3.114.229.27,192.168.20.48,2022-06-10,3663.00,1,18807.00,15144.00,2.00,1.00
192.168.20.43,67.220.240.31,2022-03-11,849499.00,30,849499.00,0.00,30.00,0.00
192.168.20.43,67.220.240.30,2022-03-11,944433.00,24,944433.00,0.00,24.00,0.00
54.207.140.222,192.168.20.48,2022-07-10,6836.00,4,6836.00,0.00,4.00,0.00
18.203.57.224,192.168.20.43,2022-03-11,6508.00,9,6508.00,0.00,9.00,0.00
192.168.20.43,3.218.120.56,2022-03-11,1205182254.00,154,1205182254.00,0.00,154.00,0.00
192.168.20.43,34.194.31.220,2022-03-11,991588320.00,126,991588320.00,0.00,126.00,0.00
192.168.20.43,52.46.133.19,2022-02-11,700343.00,14,700343.00,0.00,14.00,0.00
192.168.20.43,54.226.11.35,2022-03-11,26500370.00,226,26500370.00,0.00,226.00,0.00
15.184.245.166,192.168.20.48,2022-03-11,514124.00,3,514124.00,0.00,3.00,0.00
192.168.20.43,35.155.9.57,2022-03-11,109321009.00,129,109321009.00,0.00,129.00,0.00
192.168.20.43,52.119.197.246,2022-03-11,4255463.00,100,2971743.00,1283720.00,58.50,41.50
142.250.74.240,192.168.20.42,2022-03-11,4108.00,2,4108.00,0.00,2.00,0.00
52.202.2.34,192.168.20.48,2022-03-11,4382792.00,63,4382792.00,0.00,63.00,0.00
192.168.20.43,52.205.164.240,2022-03-11,767781013.00,98,438433991.50,329347021.50,56.00,42.00
192.168.20.43,54.239.38.89,2022-02-11,93801850.00,50,93801850.00,0.00,50.00,0.00
142.250.179.74,192.168.20.42,2022-03-11,36213.00,2,36213.00,0.00,2.00,0.00
192.168.20.48,52.222.145.55,2022-02-11,343699.00,35,343699.00,0.00,35.00,0.00
192.168.20.48,34.202.104.124,2022-03-11,165791.00,5,165791.00,0.00,5.00,0.00
18.203.57.224,192.168.20.48,2022-02-11,212338780.00,28,106171478.00,106167302.00,18.50,9.50
192.168.20.43,209.54.180.49,2022-03-11,3443153.00,84,3443153.00,0.00,84.00,0.00
192.168.20.43,209.54.180.48,2022-03-11,535680.00,12,535680.00,0.00,12.00,0.00
192.168.20.43,54.243.58.104,2022-03-11,1368017.00,20,1368017.00,0.00,20.00,0.00
52.46.153.141,192.168.20.43,2022-03-11,1423.00,2,1423.00,0.00,2.00,0.00
192.168.20.43,52.46.144.253,2022-07-10,1588207.00,84,1588207.00,0.00,84.00,0.00
35.186.224.25,192.168.20.42,2022-03-11,1075.00,1,1075.00,0.00,1.00,0.00
52.119.196.25,192.168.20.48,2022-02-11,125975.00,4,125975.00,0.00,4.00,0.00
192.168.20.48,3.28.113.52,2022-03-11,2525698.00,36,2525698.00,0.00,36.00,0.00
192.168.20.43,52.70.101.206,2022-03-11,103374826.00,327,103374826.00,0.00,327.00,0.00
192.168.20.43,209.54.180.46,2022-03-11,488513.00,24,488513.00,0.00,24.00,0.00
192.168.20.43,176.32.98.108,2022-02-11,72075938.00,10,72075938.00,0.00,10.00,0.00
192.168.20.43,209.54.180.44,2022-03-11,446709.00,11,446709.00,0.00,11.00,0.00
54.161.26.204,192.168.20.48,2022-03-11,40380.00,5,40380.00,0.00,5.00,0.00
54.239.33.155,192.168.20.43,2022-02-11,1722.00,1,1722.00,0.00,1.00,0.00
192.168.20.43,255.255.255.255,2022-02-11,482.00,12,15392.50,14910.50,39.00,27.00
151.101.1.16,192.168.20.43,2022-03-11,405.00,4,8585.00,8180.00,31.00,27.00
3.28.113.52,192.168.20.48,2022-03-11,91544.00,4,91544.00,0.00,4.00,0.00
192.168.20.43,3.234.165.228,2022-03-11,35270402.00,272,35270402.00,0.00,272.00,0.00
142.250.201.163,192.168.20.42,2022-03-11,2686.00,2,2686.00,0.00,2.00,0.00
192.168.20.43,52.94.232.195,2022-02-11,1370550.00,40,1370550.00,0.00,40.00,0.00
192.168.20.43,52.217.164.137,2022-03-11,105430921.00,279,105430921.00,0.00,279.00,0.00
192.168.20.43,52.95.123.17,2022-03-11,90069757.00,14,90069757.00,0.00,14.00,0.00
192.168.20.19,63.32.248.122,2022-03-11,2779260.00,325,1446645.50,1332614.50,170.00,155.00
192.168.20.43,52.46.137.107,2022-07-10,367057.00,12,367057.00,0.00,12.00,0.00
192.168.20.43,209.54.181.4,2022-02-11,536771.00,11,536771.00,0.00,11.00,0.00
192.168.20.43,52.46.137.106,2022-03-11,372520.00,11,372520.00,0.00,11.00,0.00
192.168.20.42,216.58.213.74,2022-03-11,11952876.00,54,11952876.00,0.00,54.00,0.00
54.68.57.171,192.168.20.43,2022-07-10,156.00,4,156.00,0.00,4.00,0.00
54.242.128.35,192.168.20.48,2022-03-11,59729.00,4,59729.00,0.00,4.00,0.00
192.168.20.48,75.2.6.154,2022-02-11,1267738.00,15,1267738.00,0.00,15.00,0.00
192.168.20.42,216.58.213.70,2022-03-11,194959615.00,19,194959615.00,0.00,19.00,0.00
18.164.57.217,192.168.20.48,2022-03-11,16630.00,11,16630.00,0.00,11.00,0.00
52.46.157.6,192.168.20.48,2022-02-11,550921.00,1,550921.00,0.00,1.00,0.00
192.168.20.48,52.46.131.184,2022-03-11,994366.00,17,994366.00,0.00,17.00,0.00
192.168.20.19,34.248.37.101,2022-07-10,64037.00,7,64037.00,0.00,7.00,0.00
18.164.57.217,192.168.20.43,2022-03-11,627.00,7,627.00,0.00,7.00,0.00
192.168.20.45,162.159.200.1,2022-02-11,9894.00,1,9894.00,0.00,1.00,0.00
192.168.20.43,52.216.77.60,2022-03-11,8802276.00,298,8802276.00,0.00,298.00,0.00
192.168.20.48,52.44.87.149,2022-03-11,2766315.00,56,2766315.00,0.00,56.00,0.00
192.168.20.42,35.186.224.25,2022-03-11,429611704.00,31,429611704.00,0.00,31.00,0.00
192.168.20.19,203.107.6.88,2022-03-11,3893082.00,19,2049181.50,1843900.50,10.00,9.00
192.168.20.43,35.155.170.66,2022-07-10,12679257.00,39,12679257.00,0.00,39.00,0.00
52.94.237.71,192.168.20.48,2022-02-11,2302.00,3,2302.00,0.00,3.00,0.00
192.168.20.48,18.102.55.180,2022-03-11,1326455.00,58,1326455.00,0.00,58.00,0.00
192.168.20.48,43.205.35.127,2022-03-11,4853597.00,77,4853597.00,0.00,77.00,0.00
192.168.20.19,52.50.86.158,2022-07-10,79945.00,11,79945.00,0.00,11.00,0.00
192.168.20.43,52.94.217.61,2022-03-11,63208525.00,40,63208525.00,0.00,40.00,0.00
44.207.137.197,192.168.20.48,2022-02-11,1387.00,1,14586.50,13199.50,2.00,1.00
192.168.20.48,52.206.69.242,2022-03-11,1755534.00,41,1755534.00,0.00,41.00,0.00
192.168.20.43,18.164.55.40,2022-03-11,604853.00,24,604853.00,0.00,24.00,0.00
54.239.27.116,192.168.20.48,2022-03-11,534920.00,2,534920.00,0.00,2.00,0.00
192.168.20.48,52.222.175.76,2022-07-10,3287873.00,487,1779095.00,1508778.00,261.00,226.00
192.168.20.48,54.164.103.224,2022-02-11,2229982.00,45,2229982.00,0.00,45.00,0.00
54.251.207.146,192.168.20.48,2022-07-10,45529.00,7,45529.00,0.00,7.00,0.00
192.168.20.43,18.210.245.179,2022-02-11,96714387.00,32,96714387.00,0.00,32.00,0.00
192.168.20.43,52.119.196.25,2022-02-11,119326202.00,11,119326202.00,0.00,11.00,0.00
192.168.20.43,52.119.196.28,2022-03-11,561861.00,17,561861.00,0.00,17.00,0.00
192.168.20.43,54.205.24.65,2022-03-11,4844716.00,20,4844716.00,0.00,20.00,0.00
192.168.20.48,52.206.230.179,2022-02-11,1993480.00,45,1993480.00,0.00,45.00,0.00
192.168.20.43,52.46.129.152,2022-07-10,1013148.00,25,1013148.00,0.00,25.00,0.00
192.168.20.43,34.231.63.97,2022-02-11,192722172.00,62,192722172.00,0.00,62.00,0.00
18.164.55.40,192.168.20.43,2022-03-11,2516.00,1,2516.00,0.00,1.00,0.00
192.168.20.45,66.102.1.109,2022-03-11,20060995.00,8,20060995.00,0.00,8.00,0.00
192.168.20.48,3.39.78.62,2022-07-10,3191224.00,53,3191224.00,0.00,53.00,0.00
192.168.20.43,224.0.0.251,2022-03-11,11026197967.00,460,5885202466.50,5140995500.50,265.50,194.50
192.168.20.48,54.166.21.152,2022-03-11,17011721.00,533,17011721.00,0.00,533.00,0.00
192.168.20.43,3.82.111.231,2022-02-11,221217617.00,28,658522520.00,437304903.00,84.00,56.00
216.58.213.67,192.168.20.42,2022-03-11,1120.00,1,1120.00,0.00,1.00,0.00
192.168.20.48,18.134.222.161,2022-03-11,1049676.00,108,1049676.00,0.00,108.00,0.00
199.232.58.248,192.168.20.42,2022-07-10,387.00,6,387.00,0.00,6.00,0.00
192.168.20.48,44.199.138.71,2022-03-11,23416963.00,682,23416963.00,0.00,682.00,0.00
107.20.127.221,192.168.20.48,2022-03-11,821670.00,5,821670.00,0.00,5.00,0.00
173.194.76.206,192.168.20.19,2022-02-11,2835.00,2,2835.00,0.00,2.00,0.00
18.140.188.91,192.168.20.48,2022-03-11,165713.00,5,165713.00,0.00,5.00,0.00
13.37.195.75,192.168.20.48,2022-07-10,15306.00,5,15306.00,0.00,5.00,0.00
192.168.20.43,52.119.196.31,2022-02-11,919394.00,22,919394.00,0.00,22.00,0.00
209.54.181.12,192.168.20.43,2022-02-11,1307.00,3,1307.00,0.00,3.00,0.00
13.225.29.228,192.168.20.43,2022-02-11,29154.00,6,22185.00,6969.00,3.50,2.50
192.168.20.48,34.202.146.90,2022-03-11,2044808.00,46,2044808.00,0.00,46.00,0.00
192.168.20.43,52.46.149.20,2022-03-11,934301.00,22,934301.00,0.00,22.00,0.00
18.156.17.11,192.168.20.48,2022-03-11,1366.00,1,252283.50,250917.50,1.00,0.00
192.168.20.48,52.78.101.129,2022-06-10,1076109.00,17,3665650.00,2589541.00,62.50,45.50
13.225.38.171,192.168.20.43,2022-02-11,179932973.00,14,2189057108.00,2009124135.00,97.50,83.50
52.46.143.155,192.168.20.43,2022-03-11,18864.00,1,18864.00,0.00,1.00,0.00
43.201.125.242,192.168.20.48,2022-03-11,1072245.00,5,1072245.00,0.00,5.00,0.00
192.168.20.48,13.225.34.111,2022-03-11,321195.00,39,321195.00,0.00,39.00,0.00
192.168.20.43,52.46.153.141,2022-03-11,486577.00,12,486577.00,0.00,12.00,0.00
13.225.38.171,192.168.20.48,2022-02-11,154.00,2,15242.00,15088.00,16.00,14.00
192.168.20.43,52.46.149.29,2022-03-11,113174195.00,21,113174195.00,0.00,21.00,0.00
192.168.20.43,52.54.26.34,2022-02-11,109149515.00,14,109149515.00,0.00,14.00,0.00
34.210.228.239,192.168.20.43,2022-03-11,2448.00,7,2448.00,0.00,7.00,0.00
192.168.20.48,34.214.111.43,2022-03-11,8347732.00,112,8347732.00,0.00,112.00,0.00
192.168.20.43,176.32.98.79,2022-02-11,609888.00,17,609888.00,0.00,17.00,0.00
192.168.20.43,13.225.31.129,2022-03-11,15120882.00,1056,199814054.00,184693172.00,652.00,404.00
192.168.20.43,52.203.151.208,2022-03-11,76929.00,1,76920.50,8.50,1.00,0.00
209.54.178.134,192.168.20.48,2022-03-11,543282.00,1,543282.00,0.00,1.00,0.00
192.168.20.43,52.95.123.112,2022-03-11,69662136.00,26,69662136.00,0.00,26.00,0.00
192.168.20.48,224.0.0.251,2022-03-11,446843263.00,73,446843263.00,0.00,73.00,0.00
52.41.96.203,192.168.20.48,2022-07-10,5872.00,4,3613.00,2259.00,2.50,1.50
192.168.20.43,52.214.227.89,2022-03-11,15784347544.00,2562,15784347544.00,0.00,2562.00,0.00
192.168.20.48,34.206.100.209,2022-02-11,3987839.00,83,3987839.00,0.00,83.00,0.00
192.168.20.48,3.28.94.146,2022-03-11,1484431.00,20,1484431.00,0.00,20.00,0.00
192.168.20.1,192.168.20.43,2022-02-11,20851.00,2,20851.00,0.00,2.00,0.00
192.168.20.1,192.168.20.40,2022-03-11,4594.00,6,4594.00,0.00,6.00,0.00
54.206.221.238,192.168.20.48,2022-03-11,418507.00,3,418507.00,0.00,3.00,0.00
108.137.181.26,192.168.20.48,2022-03-11,443572.00,6,443572.00,0.00,6.00,0.00
34.206.100.209,192.168.20.48,2022-02-11,300313.00,5,300313.00,0.00,5.00,0.00
15.222.185.72,192.168.20.48,2022-03-11,1186987.00,4,1186987.00,0.00,4.00,0.00
44.226.67.213,192.168.20.43,2022-02-11,1524.00,1,1524.00,0.00,1.00,0.00
192.168.20.48,13.48.240.79,2022-07-10,591007.00,54,591007.00,0.00,54.00,0.00
192.168.20.48,13.225.34.84,2022-02-11,635294.00,13,635294.00,0.00,13.00,0.00
192.168.20.48,52.222.200.21,2022-03-11,1023506.00,21,1023506.00,0.00,21.00,0.00
192.168.20.48,52.45.41.186,2022-07-10,755553.00,35,755553.00,0.00,35.00,0.00
192.168.20.42,216.58.198.206,2022-02-11,214831349.00,156,214831349.00,0.00,156.00,0.00
192.168.20.43,67.220.241.5,2022-02-11,398702.00,12,398702.00,0.00,12.00,0.00
192.168.20.48,3.37.195.5,2022-07-10,3331570.00,54,3331570.00,0.00,54.00,0.00
192.168.20.42,216.58.198.202,2022-03-11,96394247.00,285,96394247.00,0.00,285.00,0.00
192.168.20.43,3.5.3.104,2022-03-11,8565587.00,216,8565587.00,0.00,216.00,0.00
52.16.104.93,192.168.20.48,2022-03-11,44976.00,22,44976.00,0.00,22.00,0.00
192.168.20.48,3.28.94.159,2022-02-11,4004821.00,38,4004821.00,0.00,38.00,0.00
192.168.20.43,44.226.67.213,2022-02-11,8655827.00,19,39475516.50,30819689.50,92.00,73.00
192.168.20.48,3.226.187.174,2022-03-11,167012.00,5,167012.00,0.00,5.00,0.00
44.195.229.105,192.168.20.48,2022-03-11,498244.00,3,498244.00,0.00,3.00,0.00
192.168.20.10,104.199.109.192,2022-02-11,7651361.00,110,7651361.00,0.00,110.00,0.00
192.168.20.48,3.233.109.178,2022-03-11,330271.00,10,330271.00,0.00,10.00,0.00
192.168.20.48,13.225.34.94,2022-03-11,470664.00,70,470664.00,0.00,70.00,0.00
192.168.20.43,54.231.137.233,2022-03-11,8841953.00,301,8841953.00,0.00,301.00,0.00
192.168.20.43,209.54.179.93,2022-07-10,62444325.00,11,62444325.00,0.00,11.00,0.00
3.39.78.62,192.168.20.48,2022-07-10,52471.00,3,52471.00,0.00,3.00,0.00
13.245.156.242,192.168.20.48,2022-07-10,56709.00,5,56709.00,0.00,5.00,0.00
192.168.20.43,52.207.44.110,2022-03-11,1092976304.00,140,1092976304.00,0.00,140.00,0.00
54.239.29.0,192.168.20.43,2022-03-11,2091.00,2,2091.00,0.00,2.00,0.00
192.168.20.48,34.226.24.249,2022-02-11,76912.00,1,76912.00,0.00,1.00,0.00
192.168.20.42,216.58.209.234,2022-03-11,97636831.00,320,97636831.00,0.00,320.00,0.00
52.16.104.93,192.168.20.43,2022-03-11,45173.00,8,562550691.00,562505518.00,84.00,76.00
192.168.20.45,151.80.211.8,2022-07-10,5850.00,1,5850.00,0.00,1.00,0.00
192.168.20.48,3.105.75.37,2022-03-11,3256630.00,38,3256630.00,0.00,38.00,0.00
192.168.20.48,35.71.179.85,2022-02-11,1555224.00,15,1555224.00,0.00,15.00,0.00
52.46.133.19,192.168.20.48,2022-03-11,31802.00,1,31802.00,0.00,1.00,0.00
192.168.20.43,52.119.198.189,2022-03-11,66590506.00,11,66590506.00,0.00,11.00,0.00
192.168.20.43,143.204.222.174,2022-02-11,60175343.00,16,60175343.00,0.00,16.00,0.00
192.168.20.43,52.119.198.186,2022-02-11,442522.00,11,442522.00,0.00,11.00,0.00
52.222.193.196,192.168.20.43,2022-03-11,35131.00,1,35131.00,0.00,1.00,0.00
52.95.124.103,192.168.20.43,2022-02-11,26311.00,4,26311.00,0.00,4.00,0.00
192.168.20.48,104.199.65.124,2022-02-11,3118171366.00,320,35697713070.00,32579541704.00,3661.50,3341.50
192.168.20.43,52.95.124.103,2022-03-11,218152123.00,39,218152123.00,0.00,39.00,0.00
192.168.20.48,3.114.229.27,2022-07-10,2977500.00,54,2018487.00,959013.00,35.50,18.50
192.168.20.1,224.0.0.251,2022-03-11,11860209.00,24,11860209.00,0.00,24.00,0.00
192.168.20.43,18.164.57.217,2022-03-11,840402.00,52,840402.00,0.00,52.00,0.00
192.168.20.48,54.85.101.161,2022-03-11,2282093.00,41,2282093.00,0.00,41.00,0.00
192.168.20.43,52.217.32.228,2022-03-11,9012626.00,297,9012626.00,0.00,297.00,0.00
192.168.20.48,209.54.177.157,2022-03-11,1625587.00,18,1625587.00,0.00,18.00,0.00
209.54.179.230,192.168.20.43,2022-03-11,327.00,2,327.00,0.00,2.00,0.00
44.228.215.143,192.168.20.43,2022-03-11,78.00,2,78.00,0.00,2.00,0.00
142.250.75.238,192.168.20.42,2022-06-10,14374.00,3,53543.00,39169.00,22.00,19.00
192.168.20.43,54.159.111.180,2022-02-11,3649957.00,18,15213437.50,11563480.50,69.00,51.00
44.234.113.198,192.168.20.43,2022-02-11,175.00,4,175.00,0.00,4.00,0.00
192.168.20.43,3.91.171.213,2022-02-11,8477680.00,20,8477680.00,0.00,20.00,0.00
44.234.113.198,192.168.20.48,2022-02-11,100.00,2,100.00,0.00,2.00,0.00
209.54.183.244,192.168.20.43,2022-03-11,1913.00,2,1913.00,0.00,2.00,0.00
192.168.20.48,54.239.27.82,2022-03-11,854706.00,19,854706.00,0.00,19.00,0.00
34.214.111.43,192.168.20.48,2022-03-11,1168848.00,11,1168848.00,0.00,11.00,0.00
35.76.66.254,192.168.20.48,2022-07-10,126529.00,12,126529.00,0.00,12.00,0.00
192.168.20.43,54.92.128.108,2022-02-11,289410295.00,108,289410295.00,0.00,108.00,0.00
192.168.20.48,209.54.177.154,2022-02-11,931519.00,14,741977.00,189542.00,15.50,1.50
142.250.74.238,192.168.20.42,2022-02-11,3207.00,2,3207.00,0.00,2.00,0.00
192.168.20.48,209.54.177.153,2022-02-11,2852463.00,64,2852463.00,0.00,64.00,0.00
